enrollment_id,Emp_ID,course_id,enrollment_date,training_provider,course_status
En02099,E1310,C0030,2023-11-27,T0169,In Progress
En02100,E1311,C0050,2022-09-09,T0147,Enrolled
En02101,E1311,C0014,2022-09-09,T0039,Cancelled
En02102,E1312,C0013,2025-06-11,T0075,Completed
En02103,E1312,C0035,2021-10-23,T0035,Cancelled
En02104,E1313,C0040,2021-12-20,T0194,Completed
En02105,E1313,C0007,2026-01-14,T0029,Cancelled
En02106,E1314,C0040,2021-12-30,T0167,In Progress
En02107,E1315,C0042,2022-07-13,T0119,In Progress
En02108,E1317,C0007,2025-12-31,T0102,Completed
En02109,E1317,C0016,2021-01-26,T0085,In Progress
En02110,E1317,C0045,2023-11-16,T0023,Completed
En02111,E1318,C0025,2023-01-05,T0037,In Progress
En02112,E1318,C0028,2023-10-22,T0018,In Progress
En02113,E1319,C0027,2021-06-11,T0161,Completed
En02114,E1319,C0025,2023-01-08,T0142,Completed
En02115,E1320,C0017,2024-08-25,T0180,Cancelled
En02116,E1320,C0010,2025-05-25,T0000,In Progress
En02117,E1321,C0015,2025-09-10,T0053,Enrolled
En02118,E1321,C0022,2026-04-21,T0168,Completed
En02119,E1322,C0047,2025-09-05,T0140,In Progress
En02120,E1322,C0014,2021-08-17,T0039,Completed
En02121,E1323,C0027,2022-02-23,T0161,In Progress
En02122,E1323,C0028,2024-04-03,T0040,Completed
En02123,E1324,C0014,2022-02-13,T0149,Completed
En02124,E1326,C0025,2022-11-15,T0142,Completed
En02125,E1326,C0027,2021-08-15,T0161,In Progress
En02126,E1328,C0022,2025-07-20,T0168,Cancelled
En02127,E1330,C0030,2023-09-22,T0055,Enrolled
En02128,E1330,C0017,2025-09-14,T0005,Enrolled
En02129,E1330,C0008,2025-04-20,T0006,Cancelled
En02130,E1331,C0022,2025-11-25,T0068,Enrolled
En02131,E1331,C0038,2021-07-12,T0028,In Progress
En02132,E1332,C0025,2023-06-24,T0142,Completed
En02133,E1333,C0018,2022-09-03,T0192,Completed
En02134,E1334,C0018,2022-05-12,T0025,In Progress
En02135,E1334,C0044,2025-04-13,T0095,In Progress
En02136,E1335,C0031,2022-01-19,T0010,Completed
En02137,E1336,C0041,2024-09-25,T0063,Cancelled
En02138,E1336,C0030,2024-03-19,T0055,In Progress
En02139,E1337,C0019,2026-03-16,T0197,Cancelled
En02140,E1338,C0028,2023-12-01,T0072,Completed
En02141,E1338,C0025,2023-09-24,T0017,Enrolled
En02142,E1339,C0005,2024-07-15,T0183,Completed
En02143,E1339,C0018,2023-01-16,T0136,Completed
En02144,E1339,C0040,2022-11-03,T0194,Completed
En02145,E1340,C0025,2023-02-02,T0142,Cancelled
En02146,E1340,C0027,2021-10-23,T0161,Enrolled
En02147,E1341,C0028,2024-11-06,T0018,In Progress
En02148,E1342,C0047,2025-11-20,T0041,Completed
En02149,E1343,C0026,2024-07-03,T0130,In Progress
En02150,E1343,C0046,2023-04-09,T0114,In Progress
En02151,E1344,C0007,2026-03-28,T0102,Cancelled
En02152,E1345,C0030,2023-11-23,T0135,Cancelled
En02153,E1346,C0021,2024-05-23,T0030,In Progress
En02154,E1347,C0020,2023-09-09,T0113,In Progress
En02155,E1348,C0046,2023-07-26,T0070,Completed
En02156,E1348,C0040,2022-07-07,T0167,Cancelled
En02157,E1349,C0026,2025-03-15,T0130,Enrolled
En02158,E1350,C0014,2021-11-30,T0013,In Progress
En02159,E1351,C0035,2021-03-02,T0165,Cancelled
En02160,E1352,C0025,2022-09-26,T0037,In Progress
En02161,E1354,C0013,2026-06-08,T0075,Cancelled
En02162,E1354,C0028,2023-09-10,T0018,Completed
En02163,E1355,C0041,2024-03-15,T0173,Enrolled
En02164,E1355,C0008,2025-03-17,T0193,In Progress
En02165,E1355,C0009,2021-11-04,T0001,Cancelled
En02166,E1356,C0046,2024-02-27,T0114,Enrolled
En02167,E1356,C0015,2025-10-09,T0044,Enrolled
En02168,E1356,C0044,2025-04-12,T0182,Enrolled
En02169,E1357,C0023,2024-08-19,T0162,Cancelled
En02170,E1358,C0025,2024-09-16,T0017,Cancelled
En02171,E1358,C0039,2024-09-16,T0139,In Progress
En02172,E1359,C0025,2022-05-07,T0037,In Progress
En02173,E1359,C0028,2023-12-04,T0018,In Progress
En02174,E1360,C0032,2024-03-12,T0079,In Progress
En02175,E1362,C0027,2022-01-09,T0158,Completed
En02176,E1363,C0035,2025-04-26,T0165,In Progress
En02177,E1364,C0040,2022-03-19,T0166,In Progress
En02178,E1364,C0014,2021-12-23,T0013,Completed
En02179,E1365,C0026,2024-08-01,T0118,Completed
En02180,E1366,C0025,2023-09-01,T0037,In Progress
En02181,E1366,C0040,2022-02-16,T0166,Enrolled
En02182,E1366,C0028,2024-08-09,T0150,Cancelled
En02183,E1367,C0023,2024-04-01,T0196,In Progress
En02184,E1367,C0017,2025-08-25,T0180,In Progress
En02185,E1367,C0048,2025-12-03,T0096,Completed
En02186,E1371,C0014,2021-12-01,T0149,Enrolled
En02187,E1372,C0025,2024-07-01,T0012,Cancelled
En02188,E1373,C0021,2024-05-28,T0030,Completed
En02189,E1374,C0013,2025-10-27,T0075,In Progress
En02190,E1374,C0014,2022-02-19,T0039,Completed
En02191,E1375,C0035,2021-10-22,T0164,Completed
En02192,E1376,C0040,2022-05-23,T0194,Enrolled
En02193,E1376,C0019,2025-08-19,T0065,Completed
En02194,E1377,C0040,2025-02-09,T0115,Completed
En02195,E1378,C0027,2022-02-12,T0058,Cancelled
En02196,E1379,C0027,2023-01-19,T0158,Cancelled
En02197,E1379,C0028,2024-06-17,T0072,In Progress
En02198,E1380,C0043,2025-07-21,T0137,Cancelled
En02199,E1380,C0021,2024-06-21,T0030,Enrolled
En02200,E1380,C0039,2023-10-22,T0019,Completed
En02201,E1381,C0039,2024-01-21,T0170,Completed
En02202,E1382,C0023,2024-02-10,T0050,Completed
En02203,E1382,C0048,2025-08-05,T0096,Enrolled
En02204,E1383,C0039,2023-08-31,T0019,Completed
En02205,E1384,C0005,2025-03-24,T0183,In Progress
En02206,E1384,C0019,2026-01-17,T0077,In Progress
En02207,E1385,C0027,2021-09-06,T0058,Cancelled
En02208,E1385,C0021,2024-01-05,T0030,Cancelled
En02209,E1386,C0017,2025-01-21,T0005,Cancelled
En02210,E1386,C0037,2025-12-02,T0133,Completed
En02211,E1386,C0046,2023-03-03,T0114,Cancelled
En02212,E1387,C0021,2024-10-16,T0030,Completed
En02213,E1388,C0047,2025-09-14,T0064,Completed
En02214,E1388,C0016,2020-09-28,T0191,Enrolled
En02215,E1388,C0038,2020-09-29,T0176,Completed
En02216,E1389,C0028,2024-04-20,T0150,Completed
En02217,E1389,C0014,2022-03-06,T0149,Enrolled
En02218,E1390,C0032,2021-06-22,T0007,In Progress
En02219,E1391,C0023,2023-12-14,T0160,Completed
En02220,E1391,C0008,2025-02-05,T0193,Enrolled
En02221,E1391,C0030,2023-10-12,T0169,Enrolled
En02222,E1392,C0026,2025-01-08,T0106,Completed
En02223,E1393,C0045,2024-05-09,T0023,Completed
En02224,E1394,C0016,2020-09-25,T0191,In Progress
En02225,E1394,C0023,2024-01-15,T0134,Completed
En02226,E1395,C0039,2023-11-06,T0170,Enrolled
En02227,E1395,C0047,2025-10-22,T0140,Cancelled
En02228,E1397,C0032,2023-10-25,T0015,Completed
En02229,E1397,C0041,2024-11-14,T0063,In Progress
En02230,E1397,C0026,2024-08-29,T0106,Enrolled
En02231,E1398,C0022,2025-05-05,T0168,In Progress
En02232,E1399,C0007,2026-01-16,T0029,Enrolled
En02233,E1399,C0026,2024-06-28,T0118,In Progress
En02234,E1400,C0027,2021-09-25,T0158,In Progress
En02235,E1401,C0018,2022-12-13,T0192,Cancelled
En02236,E1401,C0025,2022-10-05,T0012,Cancelled
En02237,E1401,C0006,2022-01-17,T0098,Completed
En02238,E1403,C0020,2024-02-08,T0113,Enrolled
En02239,E1404,C0006,2021-11-13,T0098,Completed
En02240,E1404,C0042,2023-01-11,T0060,In Progress
En02241,E1405,C0045,2024-05-02,T0023,In Progress
En02242,E1406,C0023,2024-05-17,T0050,Enrolled
En02243,E1406,C0047,2025-09-22,T0064,In Progress
En02244,E1407,C0020,2024-08-14,T0076,Cancelled
En02245,E1407,C0018,2024-08-08,T0192,Completed
En02246,E1408,C0024,2023-04-03,T0153,Completed
En02247,E1408,C0017,2024-05-23,T0005,Completed
En02248,E1409,C0019,2025-06-03,T0065,Completed
En02249,E1409,C0038,2021-06-19,T0028,Cancelled
En02250,E1410,C0006,2021-12-09,T0098,Cancelled
En02251,E1410,C0017,2025-05-22,T0005,Completed
En02252,E1411,C0024,2023-09-06,T0097,Cancelled
En02253,E1411,C0032,2023-09-06,T0159,In Progress
En02254,E1412,C0028,2024-06-02,T0072,Enrolled
En02255,E1412,C0038,2020-08-01,T0082,Enrolled
En02256,E1413,C0007,2026-06-07,T0102,Completed
En02257,E1413,C0030,2023-07-07,T0135,Completed
En02258,E1414,C0038,2020-11-29,T0117,Enrolled
En02259,E1414,C0023,2024-07-23,T0196,Completed
En02260,E1415,C0031,2021-11-03,T0111,Completed
En02261,E1416,C0039,2023-11-09,T0019,In Progress
En02262,E1416,C0014,2021-04-26,T0039,In Progress
En02263,E1417,C0014,2024-09-24,T0039,Enrolled
En02264,E1417,C0047,2025-08-31,T0140,Cancelled
En02265,E1418,C0011,2023-11-13,T0121,Cancelled
En02266,E1418,C0042,2022-06-16,T0034,In Progress
En02267,E1419,C0033,2023-05-27,T0073,Completed
En02268,E1421,C0046,2023-12-29,T0070,Completed
En02269,E1421,C0034,2023-01-14,T0043,In Progress
En02270,E1422,C0010,2025-07-31,T0000,Completed
En02271,E1422,C0034,2022-10-02,T0043,Completed
En02272,E1422,C0016,2020-11-30,T0085,Completed
En02273,E1423,C0027,2021-11-18,T0158,Enrolled
En02274,E1424,C0003,2024-05-01,T0112,In Progress
En02275,E1424,C0002,2020-11-16,T0042,Completed
En02276,E1425,C0013,2025-10-28,T0156,Enrolled
En02277,E1426,C0023,2024-01-12,T0134,Completed
En02278,E1426,C0034,2022-08-07,T0146,Completed
En02279,E1426,C0027,2021-04-17,T0058,In Progress
En02280,E1428,C0040,2021-11-11,T0115,In Progress
En02281,E1428,C0024,2022-05-23,T0107,Cancelled
En02282,E1428,C0016,2020-12-11,T0191,In Progress
En02283,E1429,C0046,2023-08-13,T0114,Completed
En02284,E1429,C0030,2024-01-21,T0169,Cancelled
En02285,E1429,C0040,2021-12-30,T0115,In Progress
En02286,E1430,C0017,2025-08-10,T0005,Completed
En02287,E1430,C0042,2024-04-13,T0034,Completed
En02288,E1430,C0007,2026-01-17,T0061,Completed
En02289,E1431,C0042,2022-07-08,T0011,Completed
En02290,E1431,C0005,2025-03-23,T0004,In Progress
En02291,E1432,C0038,2020-10-22,T0082,Cancelled
En02292,E1433,C0040,2022-04-21,T0194,In Progress
En02293,E1433,C0038,2020-08-07,T0176,In Progress
En02294,E1433,C0028,2024-03-16,T0018,Completed
En02295,E1434,C0040,2021-12-12,T0167,In Progress
En02296,E1434,C0033,2023-04-24,T0157,Enrolled
En02297,E1435,C0025,2022-10-01,T0037,Completed
En02298,E1435,C0027,2021-10-06,T0088,In Progress
En02299,E1437,C0041,2023-12-11,T0173,In Progress
En02300,E1438,C0050,2021-08-27,T0103,Enrolled
En02301,E1439,C0011,2024-05-19,T0200,In Progress
En02302,E1440,C0007,2026-04-01,T0061,In Progress
En02303,E1440,C0039,2023-09-28,T0170,Cancelled
En02304,E1441,C0027,2022-02-15,T0158,Completed
En02305,E1441,C0050,2021-06-26,T0094,Cancelled
En02306,E1442,C0008,2024-10-16,T0066,In Progress
En02307,E1442,C0046,2024-01-14,T0114,Completed
En02308,E1442,C0032,2021-11-12,T0015,Completed
En02309,E1443,C0025,2023-06-06,T0012,In Progress
En02310,E1443,C0027,2021-08-02,T0088,Completed
En02311,E1444,C0023,2024-08-24,T0162,Cancelled
En02312,E1445,C0028,2024-04-30,T0040,Enrolled
En02313,E1446,C0032,2022-04-15,T0015,In Progress
En02314,E1446,C0041,2023-11-25,T0063,In Progress
En02315,E1447,C0025,2023-07-28,T0017,Completed
En02316,E1448,C0013,2026-04-03,T0126,Cancelled
En02317,E1449,C0035,2021-05-27,T0165,Completed
En02318,E1449,C0027,2021-05-03,T0161,Cancelled
En02319,E1450,C0038,2021-08-07,T0176,Completed
En02320,E1450,C0048,2025-08-25,T0096,In Progress
En02321,E1451,C0023,2024-11-13,T0196,In Progress
En02322,E1451,C0047,2025-12-11,T0026,Enrolled
En02323,E1452,C0015,2025-10-01,T0044,Completed
En02324,E1453,C0008,2024-11-07,T0006,In Progress
En02325,E1453,C0030,2023-06-09,T0135,Cancelled
En02326,E1453,C0005,2025-02-17,T0004,Completed
En02327,E1454,C0047,2025-10-16,T0064,Completed
En02328,E1454,C0019,2025-11-21,T0077,In Progress
En02329,E1454,C0013,2026-05-30,T0075,Completed
En02330,E1456,C0025,2023-02-07,T0142,In Progress
En02331,E1456,C0041,2024-02-16,T0063,Cancelled
En02332,E1457,C0031,2022-02-24,T0111,Enrolled
En02333,E1458,C0024,2022-10-16,T0153,Completed
En02334,E1459,C0022,2025-09-02,T0168,Cancelled
En02335,E1459,C0025,2023-09-14,T0017,Cancelled
En02336,E1460,C0029,2025-12-16,T0024,Completed
En02337,E1462,C0027,2023-03-06,T0058,Completed
En02338,E1462,C0008,2025-04-05,T0193,Cancelled
En02339,E1462,C0042,2023-03-31,T0060,Completed
En02340,E1463,C0030,2023-05-31,T0135,Completed
En02341,E1464,C0027,2022-03-30,T0161,Enrolled
En02342,E1464,C0023,2024-09-22,T0134,Completed
En02343,E1465,C0016,2021-02-05,T0191,Enrolled
En02344,E1466,C0038,2020-09-13,T0117,Completed
En02345,E1466,C0032,2021-05-23,T0015,Completed
En02346,E1466,C0030,2024-03-04,T0135,In Progress
En02347,E1468,C0027,2023-03-24,T0058,Completed
En02348,E1468,C0025,2023-03-24,T0037,Completed
En02349,E1469,C0027,2021-08-20,T0158,In Progress
En02350,E1469,C0028,2024-05-21,T0040,In Progress
En02351,E1470,C0035,2021-09-25,T0164,Completed
En02352,E1470,C0016,2021-01-29,T0085,Enrolled
En02353,E1471,C0039,2024-03-13,T0170,In Progress
En02354,E1471,C0014,2021-09-01,T0149,Completed
En02355,E1472,C0014,2021-08-13,T0039,Completed
En02356,E1472,C0027,2021-09-09,T0088,Enrolled
En02357,E1473,C0046,2024-03-17,T0070,Cancelled
En02358,E1473,C0013,2026-05-03,T0075,In Progress
En02359,E1473,C0040,2022-05-19,T0194,Completed
En02360,E1474,C0040,2022-03-05,T0166,In Progress
En02361,E1474,C0031,2021-12-07,T0111,In Progress
En02362,E1474,C0021,2024-04-22,T0030,Completed
En02363,E1475,C0025,2024-09-03,T0012,Cancelled
En02364,E1477,C0040,2021-12-12,T0167,In Progress
En02365,E1477,C0007,2025-09-11,T0061,In Progress
En02366,E1478,C0021,2024-03-31,T0030,Completed
En02367,E1481,C0039,2024-04-06,T0170,Completed
En02368,E1482,C0021,2025-04-07,T0030,Enrolled
En02369,E1482,C0022,2026-02-28,T0168,In Progress
En02370,E1483,C0028,2024-11-06,T0150,Cancelled
En02371,E1484,C0040,2022-04-26,T0166,Cancelled
En02372,E1485,C0038,2020-10-25,T0176,In Progress
En02373,E1486,C0032,2023-06-01,T0108,In Progress
En02374,E1487,C0039,2024-05-18,T0019,In Progress
En02375,E1487,C0018,2022-11-08,T0190,Completed
En02376,E1488,C0019,2025-11-20,T0197,Completed
En02377,E1489,C0038,2021-04-23,T0176,In Progress
En02378,E1489,C0047,2025-12-01,T0026,Enrolled
En02379,E1489,C0028,2024-07-16,T0150,In Progress
En02380,E1490,C0041,2024-06-28,T0063,Cancelled
En02381,E1491,C0001,2023-03-20,T0124,Enrolled
En02382,E1491,C0036,2024-01-16,T0179,Cancelled
En02383,E1492,C0013,2026-02-28,T0126,In Progress
En02384,E1493,C0027,2022-02-15,T0058,Completed
En02385,E1494,C0028,2024-04-18,T0040,Completed
En02386,E1494,C0025,2023-03-18,T0012,Enrolled
En02387,E1495,C0010,2025-09-10,T0000,Completed
En02388,E1495,C0027,2022-02-10,T0161,Enrolled
En02389,E1497,C0028,2024-03-28,T0040,In Progress
En02390,E1498,C0007,2025-12-22,T0061,Completed
