assessment_id,Emp_ID,course_id,score_prct,method_of_assessment,assessment_date,ingest_timestamp,load_key
A00222,E00397,C00027,71,Client Interview,2022-04-27,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00223,E00400,C00006,100,Client Interview,2021-11-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00224,E00403,C00024,65,Client Interview,2023-03-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00225,E00405,C00027,97,Competency,2021-12-07,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00226,E00409,C00025,98,Hands-on,2023-10-15,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00227,E00409,C00027,84,Client Interview,2021-07-29,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00228,E00415,C00027,43,Client Interview,2021-11-25,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00229,E00425,C00041,90,Applied Project Simulation,2024-12-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00230,E00426,C00028,78,Applied Project Simulation,2024-01-25,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00231,E00428,C00028,81,Applied Project Simulation,2024-09-21,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00232,E00429,C00013,96,Competency,2026-06-29,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00233,E00433,C00027,74,Hands-on,2022-04-20,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00234,E00433,C00025,83,Client Interview,2022-07-02,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00235,E00436,C00025,90,Applied Project Simulation,2025-07-02,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00236,E00437,C00031,79,Client Interview,2021-08-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00237,E00441,C00039,72,Applied Project Simulation,2024-01-24,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00238,E00444,C00033,60,Hands-on,2023-01-26,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00239,E00445,C00025,70,Client Interview,2022-08-25,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00240,E00445,C00027,91,Client Interview,2021-06-19,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00241,E00446,C00038,89,Hands-on,2021-05-20,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00242,E00446,C00013,82,Competency,2025-10-12,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00243,E00448,C00010,100,Hands-on,2025-05-07,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00244,E00449,C00025,47,Applied Project Simulation,2022-07-28,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00245,E00451,C00048,68,Competency,2026-01-25,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00246,E00455,C00008,57,Competency,2025-06-29,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00247,E00456,C00026,89,Client Interview,2025-06-17,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00248,E00457,C00029,80,Hands-on,2025-12-17,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00249,E00457,C00034,80,Hands-on,2024-09-19,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00250,E00460,C00025,83,Client Interview,2022-07-23,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00251,E00465,C00014,88,Applied Project Simulation,2022-12-07,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00252,E00466,C00031,70,Client Interview,2021-12-17,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00253,E00468,C00025,95,Hands-on,2023-06-15,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00254,E00469,C00042,52,Competency,2022-05-14,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00255,E00469,C00012,76,Applied Project Simulation,2022-05-02,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00256,E00470,C00014,59,Competency,2022-02-20,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00257,E00471,C00041,58,Applied Project Simulation,2024-10-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00258,E00471,C00050,81,Client Interview,2021-04-13,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00259,E00472,C00034,68,Hands-on,2023-03-08,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00260,E00475,C00028,86,Hands-on,2023-12-02,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00261,E00476,C00047,40,Client Interview,2025-12-31,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00262,E00479,C00007,94,Competency,2026-03-31,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00263,E00479,C00024,90,Client Interview,2022-12-05,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00264,E00480,C00016,71,Competency,2020-12-21,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00265,E00481,C00010,76,Applied Project Simulation,2025-08-27,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00266,E00483,C00008,71,Competency,2025-01-06,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00267,E00487,C00026,90,Hands-on,2024-06-07,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00268,E00489,C00025,70,Hands-on,2023-09-23,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00269,E00490,C00028,76,Client Interview,2024-07-03,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00270,E00491,C00027,85,Hands-on,2021-06-13,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00271,E00492,C00022,74,Client Interview,2025-05-27,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00272,E00493,C00017,57,Applied Project Simulation,2025-02-01,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00273,E00494,C00027,51,Applied Project Simulation,2021-04-10,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00274,E00498,C00021,81,Applied Project Simulation,2024-05-16,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
A00275,E00499,C00007,98,Applied Project Simulation,2026-03-27,2026-07-07 23:12:34.816646,LCK_20260707_231234_XAJI0Y
