assessment_id,Emp_ID,course_id,score_prct,method_of_assessment,assessment_date,ingest_timestamp,load_key
A01782,E01146,C00025,60,Competency,2022-12-23,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01783,E01146,C00035,92,Client Interview,2021-06-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01784,E01147,C00004,54,Competency,2026-02-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01785,E01147,C00013,87,Hands-on,2025-08-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01786,E01147,C00035,51,Applied Project Simulation,2021-08-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01787,E01149,C00006,99,Hands-on,2022-04-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01788,E01150,C00015,84,Applied Project Simulation,2025-12-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01789,E01150,C00041,72,Applied Project Simulation,2024-06-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01790,E01150,C00022,88,Client Interview,2026-05-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01791,E01151,C00046,51,Competency,2023-08-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01792,E01151,C00005,81,Hands-on,2024-11-16,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01793,E01153,C00034,73,Competency,2023-01-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01794,E01153,C00040,90,Hands-on,2021-11-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01795,E01153,C00033,61,Applied Project Simulation,2023-04-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01796,E01154,C00027,67,Applied Project Simulation,2021-11-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01797,E01154,C00028,71,Hands-on,2024-02-26,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01798,E01155,C00027,81,Competency,2021-11-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01799,E01156,C00047,89,Competency,2025-12-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01800,E01157,C00046,50,Client Interview,2024-01-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01801,E01159,C00002,50,Client Interview,2021-05-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01802,E01160,C00032,66,Competency,2024-03-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01803,E01160,C00019,59,Competency,2025-11-16,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01804,E01161,C00035,80,Applied Project Simulation,2021-09-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01805,E01162,C00021,66,Applied Project Simulation,2024-08-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01806,E01162,C00033,70,Competency,2023-05-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01807,E01163,C00027,62,Applied Project Simulation,2021-09-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01808,E01163,C00025,79,Competency,2023-05-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01809,E01164,C00015,78,Applied Project Simulation,2026-04-03,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01810,E01164,C00003,76,Client Interview,2024-11-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01811,E01164,C00039,99,Client Interview,2024-09-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01812,E01167,C00044,82,Applied Project Simulation,2025-08-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01813,E01168,C00028,58,Client Interview,2024-07-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01814,E01168,C00027,79,Hands-on,2022-05-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01815,E01171,C00028,68,Client Interview,2024-08-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01816,E01172,C00007,93,Hands-on,2026-05-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01817,E01172,C00039,58,Competency,2024-01-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01818,E01172,C00021,96,Hands-on,2024-10-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01819,E01173,C00029,57,Hands-on,2026-06-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01820,E01174,C00041,63,Hands-on,2024-02-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01821,E01174,C00031,69,Client Interview,2021-05-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01822,E01175,C00033,66,Client Interview,2023-07-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01823,E01175,C00019,61,Competency,2026-04-03,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01824,E01175,C00024,84,Competency,2023-06-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01825,E01176,C00025,87,Client Interview,2023-08-31,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01826,E01177,C00029,56,Client Interview,2026-01-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01827,E01177,C00022,79,Hands-on,2026-05-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01828,E01178,C00027,91,Client Interview,2021-10-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01829,E01178,C00025,96,Client Interview,2022-07-26,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01830,E01179,C00019,82,Competency,2025-11-23,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01831,E01179,C00023,61,Competency,2024-11-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01832,E01180,C00040,67,Applied Project Simulation,2022-08-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01833,E01181,C00028,88,Competency,2024-06-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01834,E01182,C00046,87,Applied Project Simulation,2024-08-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01835,E01182,C00019,96,Competency,2026-03-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01836,E01183,C00046,93,Client Interview,2023-12-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01837,E01183,C00043,56,Competency,2025-08-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01838,E01184,C00017,54,Hands-on,2026-05-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01839,E01184,C00040,78,Applied Project Simulation,2022-01-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01840,E01184,C00028,56,Client Interview,2024-08-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01841,E01185,C00023,62,Applied Project Simulation,2024-02-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01842,E01186,C00041,62,Competency,2024-07-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01843,E01186,C00023,90,Hands-on,2024-08-16,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01844,E01188,C00020,99,Client Interview,2023-10-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01845,E01188,C00028,96,Client Interview,2024-08-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01846,E01188,C00015,82,Applied Project Simulation,2025-09-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01847,E01189,C00028,77,Client Interview,2024-08-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01848,E01191,C00021,69,Hands-on,2024-09-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01849,E01192,C00016,71,Hands-on,2024-01-26,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01850,E01193,C00026,60,Applied Project Simulation,2024-07-03,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01851,E01194,C00022,82,Applied Project Simulation,2025-06-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01852,E01194,C00016,91,Hands-on,2020-11-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01853,E01196,C00025,58,Competency,2023-06-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01854,E01197,C00027,53,Competency,2022-07-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01855,E01197,C00028,89,Hands-on,2024-07-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01856,E01198,C00025,97,Hands-on,2023-06-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01857,E01198,C00042,56,Hands-on,2022-11-23,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01858,E01198,C00033,80,Applied Project Simulation,2023-07-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01859,E01200,C00044,84,Client Interview,2024-09-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01860,E01200,C00007,94,Competency,2025-10-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01861,E01200,C00020,78,Hands-on,2024-08-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01862,E01201,C00023,53,Competency,2024-07-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01863,E01201,C00038,76,Hands-on,2020-10-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01864,E01202,C00016,53,Competency,2020-10-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01865,E01202,C00003,88,Competency,2023-09-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01866,E01203,C00013,57,Hands-on,2025-10-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01867,E01204,C00021,81,Applied Project Simulation,2023-11-23,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01868,E01205,C00025,91,Competency,2023-09-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01869,E01206,C00038,82,Hands-on,2021-04-16,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01870,E01207,C00030,81,Applied Project Simulation,2024-01-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01871,E01209,C00033,63,Hands-on,2025-02-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01872,E01209,C00005,94,Client Interview,2025-06-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01873,E01210,C00029,81,Hands-on,2026-03-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01874,E01210,C00018,53,Applied Project Simulation,2022-06-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01875,E01211,C00028,74,Client Interview,2024-08-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01876,E01214,C00023,53,Applied Project Simulation,2024-08-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01877,E01215,C00045,98,Applied Project Simulation,2024-07-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01878,E01215,C00044,96,Client Interview,2025-01-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01879,E01216,C00042,74,Applied Project Simulation,2022-12-31,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01880,E01216,C00034,99,Applied Project Simulation,2023-01-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01881,E01216,C00030,58,Hands-on,2023-08-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01882,E01217,C00026,99,Applied Project Simulation,2024-08-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01883,E01217,C00025,67,Applied Project Simulation,2023-07-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01884,E01218,C00027,70,Applied Project Simulation,2022-11-14,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01885,E01219,C00026,79,Hands-on,2024-10-03,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01886,E01219,C00023,76,Hands-on,2024-08-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01887,E01220,C00027,70,Hands-on,2021-07-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01888,E01220,C00028,66,Client Interview,2024-05-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01889,E01221,C00013,89,Hands-on,2025-08-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01890,E01222,C00035,78,Applied Project Simulation,2021-04-14,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01891,E01223,C00041,66,Hands-on,2024-09-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01892,E01223,C00026,65,Applied Project Simulation,2024-10-31,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01893,E01223,C00047,82,Hands-on,2025-07-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01894,E01224,C00032,93,Client Interview,2021-10-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01895,E01225,C00027,88,Applied Project Simulation,2021-12-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01896,E01225,C00028,80,Applied Project Simulation,2024-03-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01897,E01226,C00013,68,Competency,2026-04-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01898,E01226,C00003,82,Applied Project Simulation,2023-07-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01899,E01226,C00032,92,Competency,2021-08-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01900,E01227,C00030,64,Client Interview,2023-11-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01901,E01227,C00014,80,Client Interview,2021-07-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01902,E01227,C00016,68,Competency,2021-02-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01903,E01228,C00023,97,Hands-on,2024-04-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01904,E01229,C00042,73,Hands-on,2023-04-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01905,E01229,C00008,91,Client Interview,2025-03-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01906,E01230,C00045,64,Competency,2024-04-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01907,E01230,C00048,58,Applied Project Simulation,2026-03-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01908,E01230,C00025,55,Client Interview,2023-11-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01909,E01231,C00034,81,Competency,2022-12-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01910,E01232,C00046,98,Client Interview,2023-03-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01911,E01233,C00025,51,Competency,2022-09-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01912,E01233,C00027,74,Client Interview,2021-07-11,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01913,E01234,C00026,65,Applied Project Simulation,2024-10-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01914,E01235,C00030,96,Hands-on,2023-11-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01915,E01237,C00010,76,Client Interview,2026-05-31,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01916,E01237,C00047,94,Competency,2026-02-23,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01917,E01237,C00024,87,Applied Project Simulation,2022-07-16,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01918,E01238,C00006,82,Applied Project Simulation,2023-11-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01919,E01238,C00024,53,Client Interview,2023-12-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01920,E01239,C00010,98,Competency,2025-09-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01921,E01240,C00016,86,Applied Project Simulation,2020-11-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01922,E01241,C00004,67,Client Interview,2026-02-07,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01923,E01241,C00043,88,Hands-on,2024-11-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01924,E01243,C00022,82,Competency,2025-09-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01925,E01243,C00040,84,Competency,2021-11-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01926,E01244,C00025,73,Competency,2022-04-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01927,E01244,C00044,58,Client Interview,2025-07-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01928,E01245,C00046,78,Client Interview,2023-12-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01929,E01245,C00008,96,Hands-on,2024-12-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01930,E01246,C00027,60,Applied Project Simulation,2021-06-18,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01931,E01247,C00027,52,Client Interview,2021-12-26,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01932,E01249,C00027,92,Hands-on,2022-06-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01933,E01249,C00028,74,Competency,2024-09-26,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01934,E01250,C00022,81,Competency,2026-02-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01935,E01250,C00047,55,Competency,2025-12-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01936,E01250,C00015,89,Competency,2025-03-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01937,E01251,C00010,66,Client Interview,2025-09-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01938,E01251,C00038,80,Competency,2021-05-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01939,E01252,C00025,100,Client Interview,2023-02-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01940,E01253,C00015,57,Applied Project Simulation,2026-02-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01941,E01253,C00031,57,Competency,2022-02-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01942,E01254,C00006,94,Client Interview,2022-04-12,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01943,E01254,C00046,88,Client Interview,2023-08-19,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01944,E01254,C00040,63,Client Interview,2022-03-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01945,E01255,C00019,76,Client Interview,2025-07-31,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01946,E01255,C00015,67,Client Interview,2026-03-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01947,E01256,C00043,69,Client Interview,2025-07-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01948,E01256,C00033,57,Applied Project Simulation,2024-10-01,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01949,E01258,C00042,74,Hands-on,2023-01-23,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01950,E01258,C00039,54,Hands-on,2024-04-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01951,E01258,C00047,60,Client Interview,2025-10-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01952,E01259,C00041,71,Client Interview,2024-04-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01953,E01259,C00040,51,Hands-on,2021-12-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01954,E01260,C00009,60,Applied Project Simulation,2022-01-08,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01955,E01260,C00002,65,Hands-on,2020-09-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01956,E01261,C00007,91,Client Interview,2026-03-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01957,E01262,C00025,96,Client Interview,2023-03-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01958,E01262,C00027,88,Competency,2021-06-16,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01959,E01264,C00027,69,Applied Project Simulation,2022-04-11,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01960,E01264,C00028,62,Hands-on,2024-05-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01961,E01265,C00032,77,Hands-on,2022-04-24,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01962,E01267,C00013,94,Competency,2026-01-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01963,E01267,C00021,98,Hands-on,2023-11-13,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01964,E01268,C00039,75,Competency,2024-03-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01965,E01268,C00034,69,Applied Project Simulation,2022-12-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01966,E01270,C00013,63,Client Interview,2026-04-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01967,E01270,C00015,80,Competency,2025-12-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01968,E01270,C00039,97,Applied Project Simulation,2023-10-14,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01969,E01271,C00017,88,Client Interview,2024-11-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01970,E01272,C00014,100,Client Interview,2021-10-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01971,E01272,C00015,70,Client Interview,2026-06-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01972,E01272,C00021,56,Client Interview,2024-09-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01973,E01273,C00041,60,Hands-on,2024-10-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01974,E01274,C00013,52,Client Interview,2025-09-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01975,E01274,C00041,76,Client Interview,2024-03-29,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01976,E01275,C00028,96,Applied Project Simulation,2023-10-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01977,E01275,C00039,91,Competency,2024-03-30,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01978,E01275,C00046,89,Applied Project Simulation,2023-07-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01979,E01276,C00014,63,Applied Project Simulation,2022-05-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01980,E01276,C00028,50,Applied Project Simulation,2023-12-31,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01981,E01276,C00002,50,Applied Project Simulation,2022-01-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01982,E01277,C00015,79,Applied Project Simulation,2025-09-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01983,E01277,C00025,60,Hands-on,2025-06-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01984,E01278,C00014,72,Hands-on,2021-10-04,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01985,E01279,C00035,87,Applied Project Simulation,2021-06-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01986,E01279,C00034,84,Competency,2023-02-17,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01987,E01280,C00047,67,Competency,2025-07-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01988,E01280,C00032,87,Client Interview,2022-04-06,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01989,E01281,C00001,88,Applied Project Simulation,2023-02-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01990,E01281,C00044,100,Competency,2025-06-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01991,E01281,C00019,59,Competency,2025-11-25,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01992,E01283,C00045,58,Client Interview,2023-12-22,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01993,E01283,C00034,98,Hands-on,2023-02-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01994,E01285,C00034,95,Client Interview,2023-01-10,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01995,E01285,C00005,88,Competency,2024-11-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01996,E01287,C00047,85,Client Interview,2025-12-28,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01997,E01287,C00014,91,Applied Project Simulation,2022-12-02,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01998,E01288,C00032,99,Applied Project Simulation,2023-02-09,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A01999,E01288,C00031,74,Applied Project Simulation,2023-01-05,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A02000,E01288,C00027,83,Competency,2023-01-27,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A02001,E01290,C00027,66,Hands-on,2021-10-20,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A02002,E01290,C00025,80,Client Interview,2023-04-11,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A02003,E01291,C00010,67,Hands-on,2025-05-15,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
A02004,E01291,C00022,88,Client Interview,2026-05-21,2026-07-07 23:13:34.995021,LCK_20260707_231334_XAJI0Y
