assessment_id,Emp_ID,course_id,score_prct,method_of_assessment,assessment_date,ingest_timestamp,load_key
A00498,E00884,C00024,100,Applied Project Simulation,2022-09-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00499,E00886,C00015,83,Competency,2026-04-01,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00500,E00887,C00014,96,Client Interview,2021-09-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00501,E00889,C00014,71,Competency,2021-11-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00502,E00892,C00019,44,Competency,2026-04-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00503,E00892,C00045,60,Client Interview,2024-01-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00504,E00893,C00025,89,Applied Project Simulation,2022-08-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00505,E00894,C00047,82,Hands-on,2025-08-14,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00506,E00896,C00028,71,Applied Project Simulation,2024-10-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00507,E00898,C00019,75,Client Interview,2026-02-19,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00508,E00898,C00025,100,Competency,2023-11-23,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00509,E00900,C00046,42,Applied Project Simulation,2024-09-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00510,E00901,C00025,96,Hands-on,2024-06-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00511,E00905,C00024,68,Competency,2023-01-28,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00512,E00907,C00027,72,Client Interview,2022-05-13,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00513,E00908,C00009,65,Applied Project Simulation,2022-01-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00514,E00908,C00024,63,Competency,2023-02-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00515,E00913,C00038,89,Applied Project Simulation,2020-08-15,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00516,E00914,C00036,71,Applied Project Simulation,2024-05-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00517,E00916,C00014,71,Client Interview,2022-03-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00518,E00918,C00023,74,Competency,2024-09-26,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00519,E00920,C00027,98,Client Interview,2022-03-08,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00520,E00921,C00040,70,Applied Project Simulation,2022-08-02,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00521,E00922,C00050,48,Applied Project Simulation,2022-01-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00522,E00924,C00040,80,Client Interview,2025-03-07,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00523,E00925,C00017,55,Client Interview,2026-06-27,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00524,E00926,C00027,99,Applied Project Simulation,2024-04-06,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00525,E00929,C00008,66,Competency,2024-12-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00526,E00931,C00022,50,Hands-on,2025-05-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00527,E00932,C00028,100,Competency,2024-03-10,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00528,E00935,C00031,95,Competency,2021-06-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00529,E00936,C00046,82,Hands-on,2023-12-25,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00530,E00939,C00040,98,Hands-on,2022-02-23,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00531,E00946,C00031,75,Client Interview,2021-09-05,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00532,E00947,C00015,47,Hands-on,2026-02-03,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00533,E00947,C00023,92,Applied Project Simulation,2024-06-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00534,E00955,C00033,84,Applied Project Simulation,2022-11-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00535,E00957,C00010,81,Competency,2025-06-20,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00536,E00959,C00039,63,Applied Project Simulation,2024-06-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00537,E00959,C00032,66,Client Interview,2023-05-18,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00538,E00960,C00030,86,Competency,2024-03-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00539,E00962,C00041,74,Hands-on,2024-05-19,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00540,E00964,C00047,87,Hands-on,2025-10-29,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00541,E00969,C00007,58,Client Interview,2025-09-25,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00542,E00969,C00030,81,Hands-on,2023-11-09,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00543,E00972,C00035,75,Hands-on,2021-09-04,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00544,E00973,C00030,97,Client Interview,2023-10-06,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00545,E00974,C00030,57,Competency,2023-08-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00546,E00975,C00030,54,Applied Project Simulation,2023-05-23,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00547,E00976,C00026,99,Applied Project Simulation,2024-06-24,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00548,E00978,C00029,78,Competency,2026-01-22,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00549,E00979,C00028,100,Hands-on,2024-09-08,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00550,E00980,C00041,68,Client Interview,2024-12-31,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00551,E00982,C00026,65,Hands-on,2024-07-16,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00552,E00983,C00026,100,Applied Project Simulation,2024-08-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00553,E00983,C00009,98,Hands-on,2021-10-27,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00554,E00986,C00039,77,Competency,2023-12-12,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00555,E00989,C00028,57,Competency,2024-08-20,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00556,E00990,C00027,97,Competency,2021-11-17,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
A00557,E00994,C00035,56,Competency,2024-01-11,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
