enrollment_id,Emp_ID,course_id,enrollment_date,training_provider,course_status,ingest_timestamp,load_key
En01005,E00642,C00003,2023-06-18,T0112,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01006,E00642,C00017,2024-06-10,T0005,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01007,E00642,C00019,2025-12-24,T0077,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01008,E00643,C00031,2022-02-20,T0111,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01009,E00643,C00050,2021-08-23,T0125,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01010,E00643,C00042,2023-03-14,T0060,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01011,E00644,C00050,2020-11-08,T0021,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01012,E00644,C00022,2026-04-06,T0068,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01013,E00644,C00030,2023-05-08,T0169,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01014,E00645,C00025,2023-09-22,T0037,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01015,E00645,C00050,2023-08-17,T0103,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01016,E00645,C00046,2024-06-03,T0070,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01017,E00647,C00013,2025-11-18,T0156,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01018,E00648,C00025,2023-10-15,T0037,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01019,E00648,C00028,2024-05-23,T0018,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01020,E00648,C00027,2022-03-13,T0158,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01021,E00649,C00025,2023-10-13,T0017,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01022,E00649,C00027,2022-03-24,T0158,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01023,E00650,C00025,2022-11-21,T0037,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01024,E00651,C00027,2021-04-16,T0088,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01025,E00652,C00026,2024-10-01,T0130,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01026,E00652,C00040,2023-11-29,T0166,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01027,E00653,C00033,2023-05-31,T0122,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01028,E00654,C00034,2022-07-10,T0105,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01029,E00654,C00002,2021-06-30,T0031,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01030,E00655,C00020,2023-09-08,T0076,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01031,E00656,C00037,2025-06-11,T0154,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01032,E00656,C00047,2025-07-14,T0041,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01033,E00657,C00008,2025-01-15,T0066,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01034,E00657,C00006,2022-03-24,T0098,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01035,E00657,C00031,2021-10-28,T0111,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01036,E00658,C00021,2024-02-10,T0030,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01037,E00658,C00047,2025-08-11,T0109,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01038,E00659,C00047,2025-09-14,T0026,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01039,E00659,C00016,2021-01-23,T0085,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01040,E00660,C00025,2022-06-08,T0012,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01041,E00661,C00023,2024-11-10,T0162,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01042,E00661,C00017,2026-03-19,T0180,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01043,E00661,C00002,2021-06-18,T0171,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01044,E00662,C00033,2023-05-03,T0101,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01045,E00663,C00005,2025-04-22,T0183,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01046,E00663,C00002,2020-08-29,T0057,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01047,E00664,C00023,2024-07-18,T0160,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01048,E00664,C00021,2024-10-15,T0030,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01049,E00665,C00030,2024-02-11,T0169,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01050,E00665,C00027,2021-12-25,T0161,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01051,E00666,C00047,2025-09-06,T0041,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01052,E00666,C00038,2021-02-26,T0082,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01053,E00667,C00025,2022-08-09,T0142,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01054,E00668,C00050,2021-06-23,T0094,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01055,E00668,C00044,2024-09-01,T0038,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01056,E00669,C00045,2023-08-05,T0023,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01057,E00669,C00025,2022-04-14,T0017,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01058,E00669,C00032,2022-03-30,T0047,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01059,E00670,C00006,2021-12-06,T0178,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01060,E00671,C00041,2024-03-21,T0063,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01061,E00671,C00046,2023-04-01,T0070,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01062,E00671,C00024,2023-04-07,T0153,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01063,E00672,C00029,2025-12-13,T0024,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01064,E00672,C00014,2021-09-10,T0039,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01065,E00673,C00020,2024-07-25,T0076,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01066,E00674,C00018,2022-12-16,T0025,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01067,E00674,C00015,2026-03-29,T0049,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01068,E00675,C00011,2024-05-26,T0199,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01069,E00675,C00023,2024-09-20,T0160,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01070,E00675,C00030,2023-08-06,T0135,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01071,E00676,C00043,2025-01-20,T0100,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01072,E00677,C00025,2023-08-21,T0037,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01073,E00677,C00022,2026-02-11,T0068,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01074,E00678,C00031,2024-12-05,T0152,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01075,E00678,C00044,2025-05-16,T0095,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01076,E00678,C00034,2024-12-05,T0105,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01077,E00679,C00047,2025-12-14,T0064,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01078,E00680,C00033,2025-02-21,T0122,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01079,E00680,C00019,2026-03-12,T0065,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01080,E00682,C00050,2021-01-11,T0147,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01081,E00682,C00023,2024-03-24,T0132,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01082,E00683,C00038,2021-04-14,T0116,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01083,E00684,C00038,2020-09-22,T0176,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01084,E00685,C00028,2023-09-08,T0072,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01085,E00685,C00027,2021-06-10,T0088,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01086,E00686,C00038,2022-07-24,T0078,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01087,E00687,C00041,2024-09-15,T0173,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01088,E00687,C00047,2025-12-02,T0109,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01089,E00687,C00030,2023-11-18,T0135,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01090,E00688,C00039,2025-04-16,T0019,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01091,E00688,C00046,2025-04-16,T0114,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01092,E00689,C00031,2021-05-23,T0010,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01093,E00689,C00041,2024-04-21,T0173,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01094,E00689,C00026,2025-01-17,T0130,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01095,E00690,C00026,2025-03-06,T0087,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01096,E00690,C00047,2025-08-12,T0109,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01097,E00691,C00024,2022-04-17,T0091,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01098,E00692,C00027,2021-05-20,T0161,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01099,E00692,C00028,2024-01-15,T0072,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01100,E00693,C00040,2021-09-09,T0115,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01101,E00693,C00043,2025-05-26,T0089,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01102,E00693,C00048,2025-10-06,T0067,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01103,E00694,C00026,2024-04-23,T0118,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01104,E00694,C00027,2021-11-22,T0058,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01105,E00695,C00025,2022-09-26,T0012,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01106,E00696,C00047,2025-06-08,T0069,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01107,E00697,C00006,2022-05-07,T0178,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01108,E00698,C00035,2021-08-20,T0127,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01109,E00698,C00008,2025-02-12,T0006,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01110,E00698,C00044,2025-07-29,T0095,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01111,E00699,C00028,2023-09-29,T0018,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01112,E00700,C00028,2024-03-09,T0072,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01113,E00700,C00025,2023-08-14,T0142,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01114,E00701,C00017,2025-10-17,T0005,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01115,E00701,C00016,2024-01-08,T0085,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01116,E00701,C00046,2024-04-10,T0114,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01117,E00702,C00027,2022-04-21,T0158,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01118,E00704,C00035,2021-11-29,T0164,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01119,E00704,C00014,2022-01-07,T0013,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01120,E00705,C00044,2024-08-15,T0095,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01121,E00705,C00013,2025-06-19,T0126,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01122,E00705,C00015,2026-04-20,T0049,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01123,E00706,C00025,2022-05-30,T0017,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01124,E00707,C00007,2026-04-20,T0029,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01125,E00710,C00015,2025-08-19,T0044,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01126,E00711,C00028,2024-02-11,T0150,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01127,E00712,C00028,2024-06-12,T0040,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01128,E00712,C00027,2021-07-15,T0058,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01129,E00713,C00028,2024-08-13,T0072,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01130,E00715,C00027,2024-09-23,T0058,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01131,E00716,C00050,2020-12-23,T0147,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01132,E00716,C00003,2024-05-05,T0112,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01133,E00717,C00041,2024-01-20,T0063,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01134,E00718,C00017,2025-11-04,T0005,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01135,E00718,C00027,2021-05-24,T0158,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01136,E00718,C00034,2022-11-16,T0146,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01137,E00719,C00025,2022-11-13,T0037,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01138,E00719,C00030,2023-06-29,T0055,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01139,E00720,C00015,2026-01-13,T0053,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01140,E00720,C00002,2020-10-03,T0057,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01141,E00721,C00007,2025-11-18,T0014,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01142,E00721,C00029,2025-07-24,T0046,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01143,E00722,C00035,2021-02-06,T0164,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01144,E00723,C00045,2023-11-13,T0023,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01145,E00723,C00021,2024-01-08,T0030,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01146,E00724,C00021,2023-12-18,T0030,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01147,E00724,C00004,2026-04-07,T0151,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01148,E00725,C00028,2023-10-31,T0018,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01149,E00726,C00047,2025-09-18,T0069,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01150,E00726,C00048,2025-11-25,T0096,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01151,E00727,C00005,2025-03-05,T0183,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01152,E00728,C00032,2022-12-23,T0079,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01153,E00728,C00038,2022-12-23,T0176,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01154,E00730,C00036,2024-06-15,T0155,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01155,E00731,C00032,2022-07-06,T0159,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01156,E00731,C00046,2024-06-27,T0070,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01157,E00733,C00032,2021-11-10,T0015,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01158,E00733,C00040,2022-01-26,T0166,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01159,E00734,C00040,2022-06-16,T0115,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01160,E00734,C00038,2021-06-11,T0078,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01161,E00735,C00005,2024-09-13,T0183,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01162,E00736,C00037,2026-01-16,T0002,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01163,E00736,C00042,2023-05-05,T0034,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01164,E00737,C00006,2022-05-01,T0098,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01165,E00737,C00048,2025-08-25,T0096,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01166,E00738,C00014,2022-02-04,T0149,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01167,E00738,C00025,2022-11-14,T0017,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01168,E00738,C00010,2025-08-04,T0000,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01169,E00739,C00028,2024-05-18,T0018,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01170,E00739,C00038,2020-08-16,T0116,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01171,E00740,C00031,2023-03-10,T0084,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01172,E00742,C00040,2021-11-20,T0167,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01173,E00743,C00034,2022-11-05,T0043,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01174,E00743,C00007,2025-09-10,T0061,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01175,E00743,C00019,2026-02-21,T0065,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01176,E00744,C00026,2024-02-28,T0087,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01177,E00744,C00045,2024-03-11,T0093,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01178,E00744,C00034,2022-09-26,T0146,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01179,E00745,C00021,2024-05-09,T0030,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01180,E00747,C00040,2025-03-10,T0167,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01181,E00747,C00019,2025-08-06,T0065,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01182,E00747,C00041,2025-03-10,T0173,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01183,E00748,C00030,2023-10-12,T0135,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01184,E00748,C00015,2025-06-21,T0053,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01185,E00749,C00020,2023-08-29,T0113,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01186,E00750,C00027,2021-11-21,T0158,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01187,E00750,C00007,2026-06-05,T0061,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01188,E00750,C00041,2024-08-07,T0173,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01189,E00751,C00050,2021-01-04,T0125,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01190,E00752,C00023,2024-08-24,T0050,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01191,E00752,C00039,2024-02-26,T0170,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01192,E00753,C00028,2024-04-07,T0072,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01193,E00754,C00044,2025-06-04,T0052,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01194,E00754,C00015,2025-04-05,T0129,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01195,E00754,C00013,2025-11-07,T0156,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01196,E00755,C00028,2024-03-07,T0072,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01197,E00755,C00010,2025-09-16,T0000,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01198,E00756,C00024,2022-11-27,T0091,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01199,E00756,C00027,2022-04-11,T0161,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01200,E00757,C00021,2024-02-12,T0030,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01201,E00757,C00004,2026-04-09,T0151,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01202,E00758,C00002,2021-03-30,T0031,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01203,E00758,C00030,2023-10-05,T0135,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01204,E00759,C00027,2021-09-15,T0058,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01205,E00759,C00028,2024-06-20,T0150,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01206,E00760,C00026,2024-09-13,T0106,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01207,E00760,C00034,2023-02-09,T0146,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01208,E00760,C00025,2023-03-02,T0037,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01209,E00761,C00028,2024-05-01,T0150,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01210,E00764,C00017,2025-01-05,T0180,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01211,E00764,C00047,2025-09-21,T0026,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01212,E00764,C00007,2025-09-13,T0014,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01213,E00765,C00025,2025-02-28,T0012,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01214,E00766,C00020,2024-08-26,T0076,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01215,E00767,C00016,2023-10-05,T0085,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01216,E00767,C00046,2023-12-13,T0114,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01217,E00768,C00015,2025-10-12,T0123,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01218,E00768,C00012,2021-07-17,T0174,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01219,E00769,C00023,2023-12-25,T0162,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01220,E00769,C00040,2022-07-15,T0166,Completed,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01221,E00770,C00015,2025-10-10,T0123,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01222,E00770,C00017,2025-04-07,T0005,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01223,E00770,C00030,2024-01-23,T0135,In Progress,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01224,E00771,C00038,2023-11-07,T0082,Cancelled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
En01225,E00773,C00038,2021-11-09,T0078,Enrolled,2026-07-07 23:11:49.536755,LCK_20260707_231149_XAJI0Y
